Full Address;Longitude;Latitude;Zip;REC_TYPE;PIN;OVACLS;CLASS_DESCRIPTION;CURRENT_LAND;CURRENT_BUILDING;CURRENT_TOTAL;ESTIMATED_MARKET_VALUE;PRIOR_LAND;PRIOR_BUILDING;PRIOR_TOTAL;PPRIOR_LAND;PPRIOR_BUILDING;PPRIOR_TOTAL;PPRIOR_YEAR;TOWN;VOLUME;LOC;TAX_CODE;NEIGHBORHOOD;HOUSENO;DIR;STREET;SUFFIX;APT;CITY;RES_TYPE;BLDG_USE;APT_DESC;COMM_UNITS;EXT_DESC;FULL_BATH;HALF_BATH;BSMT_DESC;ATTIC_DESC;AC;FIREPLACE;GAR_DESC;AGE;BUILDING_SQ_FT;LAND_SQ_FT;BLDG_SF;UNITS_TOT;MULTI_SALE;DEED_TYPE;SALE_DATE;SALE_AMOUNT;APPCNT;APPEAL_A;APPEAL_A_STATUS;APPEAL_A_RESULT;APPEAL_A_REASON;APPEAL_A_PIN_RESULT;APPEAL_A_PROPAV;APPEAL_A_CURRAV;APPEAL_A_RESLTDATE;
1337 W TAYLOR ST, CHICAGO, IL;-87,6606306999999;41,8691389;60607;A-HD;17173260100000;212;Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ;7.650;60.862;68.512;685.120;6.375;53.465;59.840;6.375;53.465;59.840;2013;77;592;CITY;77002;132;1337;W;TAYLOR ;ST; ;CHICAGO;Three Story       ;Multi Family  ;3;1;Masonry    ;3;0;Full and Unfinished;None;1;0; ;125;4932;2550;     ;        ;0;2;9/1/10;420000;0;0;                  ;;0;;0;0;     ;
1337 W FILLMORE ST, CHICAGO, IL;-87,6606280999999;41,8683904;60607;A-HD;17173290090000;211;Two to Six Apartments, Over 62 Years                                                         ;7.725;32.039;39.764;397.640;6.437;35.578;42.015;6.437;35.578;42.015;2013;77;592;CITY;77002;132;1337;W;FILLMORE ;ST; ;CHICAGO;Three Story       ;Multi Family  ;4;0;Masonry    ;3;0;Slab and Unfinished;None;2;0;2 Cars Detached;128;2889;2575;     ;        ;0;1;3/1/99;200000;1;103466;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;47177;42537;10/19/15;
1336 W FILLMORE ST, CHICAGO, IL;-87,6605028;41,8687562;60607;A-HD;17173260630000;211;Two to Six Apartments, Over 62 Years                                                         ;7.155;43.650;50.805;508.050;5.962;40.148;46.110;5.962;40.148;46.110;2013;77;592;CITY;77002;132;1336;W;FILLMORE ;ST; ;CHICAGO;Three Story       ;Multi Family  ;2;0;Masonry    ;2;0;Slab and Unfinished;None;1;2;2 Cars Detached;17;2828;2385;     ;        ;0;0;6/1/15;730000;0;0;                  ;;0;;0;0;     ;
702 S ADA ST, CHICAGO, IL;-87,6604875;41,8729872999999;60607;A-HD;17173090180000;211;Two to Six Apartments, Over 62 Years                                                         ;8.700;37.552;46.252;462.520;7.250;31.915;39.165;7.250;31.915;39.165;2013;77;592;CITY;77002;132;702;S;ADA ;ST; ;CHICAGO;Two Story        ;Multi Family  ;3;0;Masonry    ;3;0;Full and Unfinished; ;2;0;2 Cars Detached;129;2797;2900;     ;        ;0;0;     ;0;1;103361;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;48821;46252;10/19/15;
708 S ADA ST, CHICAGO, IL;-87,66047;41,8728527999999;60607;A-HD;17173090200000;211;Two to Six Apartments, Over 62 Years                                                         ;8.700;35.518;44.218;442.180;7.250;31.463;38.713;7.250;33.146;40.396;2013;77;592;CITY;77002;132;708;S;ADA ;ST; ;CHICAGO;Two Story        ;Multi Family  ;4;0;Masonry    ;4;0;Full and Apartment; ;2;0;2 Cars Detached;132;3489;2900;     ;        ;0;2;7/1/97;235000;1;6099926;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;52508;49479;10/19/15;
1333 W TAYLOR ST, CHICAGO, IL;-87,6604545999999;41,8691612;60607;A-HD;17173260120000;212;Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ;7.434;65.071;72.505;725.050;6.195;51.850;58.045;6.195;51.850;58.045;2013;77;592;CITY;77002;132;1333;W;TAYLOR ;ST; ;CHICAGO;Three Story       ;Multi Family  ;3;1;Masonry    ;3;0;Full and Unfinished;None;1;0; ;134;4502;2478;     ;        ;0;1;4/1/07;525000;0;0;                  ;;0;;0;0;     ;
712 S ADA ST, CHICAGO, IL;-87,6604417;41,8727069999999;60607;A-HD;17173090220000;211;Two to Six Apartments, Over 62 Years                                                         ;8.700;35.845;44.545;445.450;7.250;27.572;34.822;7.250;32.683;39.933;2013;77;592;CITY;77002;132;712;S;ADA ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0;2 Cars Detached;137;2190;2900;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
710 S ADA ST, CHICAGO, IL;-87,6604413999999;41,8727858;60607;A-HD;17173090210000;211;Two to Six Apartments, Over 62 Years                                                         ;8.700;65.977;74.677;746.770;7.250;67.330;74.580;7.250;67.330;74.580;2013;77;592;CITY;77002;132;710;S;ADA ;ST; ;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;3;0;Full and Unfinished;None;2;0; ;129;2772;2900;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1334 W FILLMORE ST, CHICAGO, IL;-87,6604205999999;41,8687666;60607;A-HD;17173260640000;211;Two to Six Apartments, Over 62 Years                                                         ;6.534;43.996;50.530;505.300;5.445;40.251;45.696;5.445;40.251;45.696;2013;77;592;CITY;77002;132;1334;W;FILLMORE ;ST; ;CHICAGO;Three Story       ;Multi Family  ;2;0;Masonry    ;2;0;Slab and Unfinished;None;1;2;2 Cars Detached;17;2828;2178;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
716 S ADA ST, CHICAGO, IL;-87,6603786999999;41,8723752;60607;A-HD;17173090280000;211;Two to Six Apartments, Over 62 Years                                                         ;9.900;51.821;61.721;617.210;8.250;46.646;54.896;8.250;46.646;54.896;2013;77;592;CITY;77002;132;716;S;ADA ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0; ;132;2664;3300;     ;        ;0;0;     ;0;1;96705;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;74352;61721;10/19/15;
1328 W GRENSHAW ST, CHICAGO, IL;-87,660314;41,8679866;60607;A-HD;17173290350000;211;Two to Six Apartments, Over 62 Years                                                         ;7.434;38.915;46.349;463.490;6.318;25.930;32.248;6.318;25.930;32.248;2013;77;592;CITY;77002;132;1328;W;GRENSHAW ;ST; ;CHICAGO;Three Story       ;Multi Family  ;2;0;Masonry    ;3;0;Slab and Unfinished;None;1;0;2 Cars Detached;16;2654;2478;     ;        ;0;2;6/1/12;520000;0;0;                  ;;0;;0;0;     ;
319 S LOOMIS ST, CHICAGO, IL;-87,6602962;41,8771016;60607;A-HD;17171160240000;315;Two or three story non-fireproof corridor apartments,or california type apartments, interior entrance                         ;67.668;104.762;172.430;1.724.300;67.668;104.762;172.430;67.668;104.762;172.430;2013;77;591;CITY;77002;131;319;S;LOOMIS ;ST; ;CHICAGO;             ;;        ; ;        ;0;0; ; ;0;0; ;33;0;64446;0;0;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1330 W FILLMORE ST, CHICAGO, IL;-87,6602641;41,8687678;60607;A-HD;17173260720000;211;Two to Six Apartments, Over 62 Years                                                         ;6.534;60.549;67.083;670.830;5.445;40.273;45.718;5.445;40.273;45.718;2013;77;592;CITY;77002;132;1330;W;FILLMORE ;ST; ;CHICAGO;Three Story       ;Multi Family  ;2;0;Masonry    ;2;0;Slab and Unfinished;None;1;2;2 Cars Detached;16;2828;2178;     ;        ;0;2;8/1/14;670000;0;0;                  ;;0;;0;0;     ;
1327 W FILLMORE ST, CHICAGO, IL;-87,6602541999999;41,8683826999999;60607;A-HD;17173290130000;211;Two to Six Apartments, Over 62 Years                                                         ;7.725;47.724;55.449;554.490;6.437;41.393;47.830;6.437;41.393;47.830;2013;77;592;CITY;77002;132;1327;W;FILLMORE ;ST; ;CHICAGO;Three Story       ;Multi Family  ;6;0;Masonry    ;6;0;Full and Apartment;None;2;0; ;127;7294;2575;     ;        ;0;1;3/26/91;250000;1;98019;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;57976;55449;10/19/15;
1331 W TAYLOR ST, CHICAGO, IL;-87,6601832;41,8691359;60607;A-HD;17173260510000;318;Mixed use commercial/residential with apts. above seven units or more or building sq. ft. over 20,000                         ;13.008;42.524;55.532;555.320;13.008;42.524;55.532;13.008;42.524;55.532;2013;77;592;CITY;77002;132;1331;W;TAYLOR ;ST; ;CHICAGO;             ;;        ; ;        ;0;0; ; ;0;0; ;31;0;7652;0;0;0;1;6/1/00;638500;0;0;                  ;;0;;0;0;     ;
1321 W FILLMORE ST, CHICAGO, IL;-87,6600617;41,8684134;60607;A-HD;17173290150000;211;Two to Six Apartments, Over 62 Years                                                         ;7.725;32.561;40.286;402.860;6.437;30.275;36.712;6.437;30.275;36.712;2013;77;592;CITY;77002;132;1321;W;FILLMORE ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0; ;127;1720;2575;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
703 S ADA ST, CHICAGO, IL;-87,6599958999999;41,8729871;60607;A-HD;17173100290000;211;Two to Six Apartments, Over 62 Years                                                         ;5.559;43.905;49.464;494.640;4.632;38.398;43.030;4.632;38.398;43.030;2013;77;592;CITY;77002;132;703;S;ADA ;ST;1;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;3;0;Full and Unfinished;None;2;0; ;117;4086;1853;     ;        ;0;1;12/1/12;526000;0;0;                  ;;0;;0;0;     ;
1319 W TAYLOR ST, CHICAGO, IL;-87,6599937999999;41,8691688999999;60607;A-HD;17173260170000;211;Two to Six Apartments, Over 62 Years                                                         ;7.725;41.876;49.601;496.010;6.437;35.180;41.617;6.437;35.180;41.617;2013;77;592;CITY;77002;132;1319;W;TAYLOR ;ST; ;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;3;0;Full and Unfinished;None;2;0; ;128;3780;2575;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
707 S ADA ST, CHICAGO, IL;-87,659992;41,8729136999999;60607;A-HD;17173100300000;211;Two to Six Apartments, Over 62 Years                                                         ;5.568;43.555;49.123;491.230;4.640;38.144;42.784;4.640;38.144;42.784;2013;77;592;CITY;77002;132;707;S;ADA ;ST; ;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;3;0;Full and Unfinished;None;2;0; ;117;3912;1856;     ;        ;0;1;4/1/00;210000;0;0;                  ;;0;;0;0;     ;
701 S ADA ST, CHICAGO, IL;-87,6599918;41,8730552;60607;A-HD;17173100280000;211;Two to Six Apartments, Over 62 Years                                                         ;5.688;43.924;49.612;496.120;4.740;35.981;40.721;4.740;35.981;40.721;2013;77;592;CITY;77002;132;701;S;ADA ;ST; ;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;3;0;Full and Unfinished;None;2;0; ;117;4131;1896;     ;        ;0;1;6/1/08;625000;1;119346;Appeal Review Complete       ;Assessed Value Not Adjusted;16;Assessed Value Not Adjusted;49612;49612;10/19/15;
709 S ADA ST, CHICAGO, IL;-87,6599896999999;41,8728479999999;60607;A-HD;17173100310000;211;Two to Six Apartments, Over 62 Years                                                         ;5.568;43.555;49.123;491.230;4.640;33.800;38.440;4.640;33.800;38.440;2013;77;592;CITY;77002;132;709;S;ADA ;ST; ;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;3;0;Full and Unfinished;None;2;0; ;117;3912;1856;     ;        ;0;0;1/1/16;1100000;0;0;                  ;;0;;0;0;     ;
711 S ADA ST, CHICAGO, IL;-87,6599862;41,8727712999999;60607;A-HD;17173100320000;211;Two to Six Apartments, Over 62 Years                                                         ;5.700;43.488;49.188;491.880;4.750;34.699;39.449;4.750;34.699;39.449;2013;77;592;CITY;77002;132;711;S;ADA ;ST; ;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;3;0;Full and Unfinished;None;2;0; ;117;3912;1900;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1317 W TAYLOR ST, CHICAGO, IL;-87,6598891999999;41,8691682999999;60607;A-HD;17173260180000;318;Mixed use commercial/residential with apts. above seven units or more or building sq. ft. over 20,000                         ;4.377;38.892;43.269;432.690;4.377;38.892;43.269;4.377;38.892;43.269;2013;77;592;CITY;77002;132;1317;W;TAYLOR ;ST; ;CHICAGO;             ;;        ; ;        ;0;0; ; ;0;0; ;108;0;2575;0;0;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
318 S THROOP ST, CHICAGO, IL;-87,6598345999999;41,8771077999999;60607;A-HD;17171160410000;391;Apartment buildings over three stories                                                        ;18.837;217.812;236.649;2.366.490;18.837;217.812;236.649;18.837;217.812;236.649;2013;77;591;CITY;77002;131;318;S;THROOP ;ST; ;CHICAGO;             ;;        ; ;        ;0;0; ; ;0;0; ;33;0;17940;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1309 W FLOURNOY ST, CHICAGO, IL;-87,6598156999999;41,8736032999999;60607;A-HD;17173100340000;211;Two to Six Apartments, Over 62 Years                                                         ;12.090;37.148;49.238;492.380;10.075;36.729;46.804;10.075;36.729;46.804;2013;77;592;CITY;77002;132;1309;W;FLOURNOY ;ST; ;CHICAGO;Three Story       ;Multi Family  ;3;0;Masonry    ;3;0;Full and Unfinished;None;1;0; ;127;4051;4030;     ;        ;0;1;5/1/10;577000;1;6102436;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;54459;52555;10/19/15;
1315 W FILLMORE ST, CHICAGO, IL;-87,6597785999999;41,8683596999999;60607;A-HD;17173290180000;211;Two to Six Apartments, Over 62 Years                                                         ;7.650;47.217;54.867;548.670;6.375;37.992;44.367;6.375;37.992;44.367;2013;77;592;CITY;77002;132;1315;W;FILLMORE ;ST; ;CHICAGO;Three Story       ;Multi Family  ;6;0;Masonry    ;6;0;Full and Unfinished;None;2;0; ;122;5148;2550;     ;        ;0;1;3/1/01;390000;1;98022;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;56949;54867;10/19/15;
1311 W TAYLOR ST, CHICAGO, IL;-87,6597289;41,8691633999999;60607;A-HD;17173260200000;212;Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ;7.725;55.200;62.925;629.250;6.437;40.477;46.914;6.437;40.477;46.914;2013;77;592;CITY;77002;132;1311;W;TAYLOR ;ST; ;CHICAGO;Two Story        ;Multi Family  ;4;1;Frame/Masonry ;4;0;Full and Unfinished; ;1;0; ;125;2947;2575;     ;        ;0;1;5/1/96;110000;0;0;                  ;;0;;0;0;     ;
1310 W GRENSHAW ST, CHICAGO, IL;-87,6596720999999;41,86798;60607;A-HD;17173290420000;211;Two to Six Apartments, Over 62 Years                                                         ;7.725;45.988;53.713;537.130;6.437;34.987;41.424;6.437;34.987;41.424;2013;77;592;CITY;77002;132;1310;W;GRENSHAW ;ST; ;CHICAGO;Three Story       ;Multi Family  ;2;0;Masonry    ;4;0;Full and Apartment;None;1;2;2 Cars Detached;16;3152;2575;     ;        ;0;1;11/1/12;629000;1;90104;Appeal Review Complete       ;Assessed Value Not Adjusted;16;Assessed Value Not Adjusted;57824;57824;10/19/15;
1278 W LEXINGTON ST, CHICAGO, IL;-87,6596263999999;41,8724473999999;60607;A-HD;17173100380000;211;Two to Six Apartments, Over 62 Years                                                         ;48.228;91.938;140.166;1.401.660;40.190;123.599;163.789;40.190;123.599;163.789;2013;77;592;CITY;77002;132;1278;W;LEXINGTON ;ST; ;CHICAGO;Two Story        ;Multi Family  ;4;0;Masonry    ;6;0;Full and Apartment; ;1;2;4 Cars Detached;25;6504;16076;     ;        ;0;1;6/1/97;385000;0;0;                  ;;0;;0;0;     ;
1303 W FLOURNOY ST, CHICAGO, IL;-87,6595889999999;41,8733860999999;60607;A-HD;17173100040000;211;Two to Six Apartments, Over 62 Years                                                         ;9.750;47.320;57.070;570.700;8.125;40.474;48.599;8.125;40.474;48.599;2013;77;592;CITY;77002;132;1303;W;FLOURNOY ;ST; ;CHICAGO;Three Story       ;Multi Family  ;6;0;Masonry    ;6;0;Full and Unfinished;None;2;0; ;137;4797;3250;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1309 W FILLMORE ST, CHICAGO, IL;-87,659582;41,8684018;60607;A-HD;17173290200000;211;Two to Six Apartments, Over 62 Years                                                         ;7.725;31.466;39.191;391.910;6.437;34.562;40.999;6.437;34.562;40.999;2013;77;592;CITY;77002;132;1309;W;FILLMORE ;ST;2;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0;2 Cars Detached;127;2382;2575;     ;        ;0;1;2/1/99;97500;1;104317;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;45186;41811;10/19/15;
1306 W FILLMORE ST, CHICAGO, IL;-87,6595226;41,8687528999999;60607;A-HD;17173260470000;211;Two to Six Apartments, Over 62 Years                                                         ;7.725;39.901;47.626;476.260;6.437;35.821;42.258;6.437;35.821;42.258;2013;77;592;CITY;77002;132;1306;W;FILLMORE ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;3;0;Full and Unfinished;None;2;0; ;113;2937;2575;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1307 W FILLMORE ST, CHICAGO, IL;-87,65949;41,8684049;60607;A-HD;17173290210000;211;Two to Six Apartments, Over 62 Years                                                         ;7.725;33.786;41.511;415.110;6.437;26.579;33.016;6.437;32.594;39.031;2013;77;592;CITY;77002;132;1307;W;FILLMORE ;ST;1ST ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished; ;2;0;2 Cars Detached;123;2184;2575;     ;        ;0;1;5/28/97;80000;1;6099403;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;44385;41511;10/19/15;
1302 W ROOSEVELT RD, CHICAGO, IL;-87,6594869999999;41,8672030999999;60607;A-HD;17173320240000;315;Two or three story non-fireproof corridor apartments,or california type apartments, interior entrance                         ;24.462;17.070;41.532;415.320;24.462;17.068;41.530;24.462;17.068;41.530;2013;77;592;CITY;77023;132;1302;W;ROOSEVELT ;RD; ;CHICAGO;             ;;        ; ;        ;0;0; ; ;0;0; ;8;0;15532;0;0;0;0;     ;0;1;106470;Appeal Review Complete       ;Assessed Value Adjusted;11;Assessed Value Adjusted;80524;68527;12/4/15;
1302 W GRENSHAW ST, CHICAGO, IL;-87,6594163;41,8679667999999;60607;A-HD;17173290450000;211;Two to Six Apartments, Over 62 Years                                                         ;7.725;33.551;41.276;412.760;6.437;31.210;37.647;6.437;31.210;37.647;2013;77;592;CITY;77002;132;1302;W;GRENSHAW ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Masonry    ;2;0;Full and Unfinished;None;2;0; ;132;1912;2575;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1305 W FILLMORE ST, CHICAGO, IL;-87,6593917;41,8684194;60607;A-HD;17173290220000;211;Two to Six Apartments, Over 62 Years                                                         ;7.725;30.555;38.280;382.800;6.437;29.951;36.388;6.437;29.951;36.388;2013;77;592;CITY;77002;132;1305;W;FILLMORE ;ST; ;CHICAGO;Two Story        ;Multi Family  ;2;0;Frame     ;2;0;Full and Unfinished;None;2;0; ;127;1880;2575;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1264 W LEXINGTON ST, CHICAGO, IL;-87,6593704;41,8724662999999;60607;A-HD;17173100200000;211;Two to Six Apartments, Over 62 Years                                                         ;21.000;67.091;88.091;880.910;17.500;66.997;84.497;17.500;66.997;84.497;2013;77;592;CITY;77002;132;1264;W;LEXINGTON ;ST; ;CHICAGO;Two Story        ;Multi Family  ;3;0;Masonry    ;3;0;Full and Unfinished;None;1;0; ;127;3572;7000;     ;        ;0;0;     ;0;0;0;                  ;;0;;0;0;     ;
1258 W JACKSON BLVD, CHICAGO, IL;-87,6592950999999;41,878002;60607;A-HD;17171130310000;212;Mixed commercial/residential building, 6 units or less, sq ft less than 20,000                                    ;8.640;108.029;116.669;1.166.690;7.200;96.160;103.360;7.200;96.160;103.360;2013;77;591;CITY;77034;131;1258;W;JACKSON ;BLVD; ;CHICAGO;Three Story       ;Multi Family  ;4;1;Masonry    ;4;0;Full and Unfinished;None;1;0;2 Cars Attached;9;8774;2880;     ;        ;0;1;11/1/93;168000;0;0;                  ;;0;;0;0;     ;
1262 W LEXINGTON ST, CHICAGO, IL;-87,6592564999999;41,8724697;60607;A-HD;17173100210000;211;Two to Six Apartments, Over 62 Years                                                         ;8.784;57.101;65.885;658.850;7.320;43.551;50.871;7.320;47.468;54.788;2013;77;592;CITY;77002;132;1262;W;LEXINGTON ;ST; ;CHICAGO;Two Story        ;Multi Family  ;4;0;Masonry    ;4;0;Slab and Unfinished;None;2;0;1 1/2 Car Detached;132;3293;2928;     ;        ;0;0;     ;0;1;96708;Appeal Review Complete       ;Assessed Value Adjusted;1;Assessed Value Adjusted;72106;65885;10/19/15;
